environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,idle_rate,risk_adjusted_score,gym_pybullet_drones_version,pybullet_version
ApplicationNavigation-deployment-goal-shift,validated_dqn,610,12000,-3.591666666666666,0.0666666666666666,115.13333333333334,14.274477999999364,12000,719,5.785281600008602,8.48919639999076,,,,,,0.9333333333333332,0.0447222222222222,0.0405555555555555,0.5333333333333333,0.0,1.0,0.0,,,0.0,,332.57262318840577,308.525,0.0,0.0,0.0,12000,-3.591666666666666,12000,0.4821068000007169,-3.622233333333333,0.0666666666666666,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,611,12000,-1.768000000000001,0.1666666666666666,106.1,14.176230699995358,12000,719,5.809647299989592,8.366583400005766,,,,,,0.8333333333333334,0.0066666666666666,0.0311111111111111,0.4666666666666667,0.0,1.0,0.0,,,0.0,,346.8786025196486,310.275,0.0,0.0,0.0,12000,-1.768000000000001,12000,0.4841372749991326,-2.742066666666667,0.1066666666666666,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,612,12000,-3.2346666666666666,0.0,120.0,14.597361799998907,12000,719,5.822146099999372,8.775215699999535,,,,,,1.0,0.0088888888888888,0.0613888888888888,0.4333333333333333,0.0,1.0,0.0,,,0.0,,341.99080555555554,308.2,0.0,0.0,0.0,12000,-3.2346666666666666,12000,0.4851788416666143,-4.313766666666666,0.04,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,613,12000,-3.145,0.0,120.0,14.475364899997658,12000,719,5.848505900001328,8.62685899999633,,,,,,1.0,0.0080555555555555,0.0544444444444444,0.3333333333333333,0.0,1.0,0.0,,,0.0,,349.43702777777776,315.475,0.0,0.0,0.0,12000,-3.145,12000,0.4873754916667773,-2.681033333333334,0.07,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,614,12000,-2.2146666666666674,0.1,111.3,14.334623499998996,12000,719,5.773067000009178,8.56155649998982,,,,,,0.9,0.0088888888888888,0.0256286549707602,0.2666666666666666,0.0,1.0,0.0,,,0.0,,356.6308435672515,313.55,0.0,0.0,0.0,12000,-2.2146666666666674,12000,0.4810889166674315,-2.9493666666666667,0.0833333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,615,12000,-3.616333333333333,0.1,111.0,14.097645300003933,12000,719,5.971534999996948,8.126110300006985,,,,,,0.9,0.0605297157622738,0.0436111111111111,0.3666666666666666,0.0,1.0,0.0,,,0.0,,341.7592222222222,307.17499999999995,0.0,0.0,0.0,12000,-3.616333333333333,12000,0.4976279166664123,-4.0740333333333325,0.08,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,616,12000,-2.941000000000001,0.0,120.0,14.642816999999924,12000,719,5.995019999994838,8.647797000005085,,,,,,1.0,0.0069444444444444,0.0363888888888888,0.5333333333333333,0.0,1.0,0.0,,,0.0,,349.59369444444445,306.7,0.0,0.0,0.0,12000,-2.941000000000001,12000,0.4995849999995698,-6.0806,0.0333333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,617,12000,-5.637999999999999,0.2,96.86666666666666,14.17153629999666,12000,719,5.883366800007934,8.288169499988726,,,,,,0.8,0.1594444444444444,0.0316666666666666,0.4,0.0,1.0,0.0,,,0.0,,405.38977777777774,315.2,0.0,0.0,0.0,12000,-5.637999999999999,12000,0.4902805666673278,-3.4994666666666663,0.06,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,618,12000,-3.937999999999998,0.1,108.2,14.327191600001242,12000,719,5.769533800004865,8.557657799996377,,,,,,0.9,0.0655555555555555,0.0486111111111111,0.4,0.0,1.0,0.0,,,0.0,,344.89736111111114,314.25,0.0,0.0,0.0,12000,-3.937999999999998,12000,0.4807944833337387,-3.511,0.0666666666666666,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,619,12000,-3.1539999999999986,0.0333333333333333,119.13333333333334,14.54110860000219,12000,719,5.768411399993056,8.772697200009134,,,,,,0.9666666666666668,0.0066666666666666,0.0786111111111111,0.5,0.0,1.0,0.0,,,0.0,,343.2409432624113,311.07500000000005,0.0,0.0,0.0,12000,-3.1539999999999986,12000,0.4807009499994213,-3.286666666666666,0.0433333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,620,12000,-4.265333333333333,0.0333333333333333,119.66666666666669,14.487428200001888,12000,719,5.893105100003595,8.594323099998292,,,,,,0.9666666666666668,0.0627777777777777,0.0319444444444444,0.3333333333333333,0.0,1.0,0.0,,,0.0,,334.2356212121212,309.625,0.0,0.0,0.0,12000,-4.265333333333333,12000,0.4910920916669662,-5.204566666666665,0.05,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,621,12000,-5.911333333333332,0.1,113.96666666666668,14.620087800001784,12000,719,5.92230410000775,8.697783699994034,,,,,,0.9,0.1438888888888888,0.017330012430196,0.3333333333333333,0.0,1.0,0.0,,,0.0,,332.65943941385416,308.875,0.0,0.0,0.0,12000,-5.911333333333332,12000,0.4935253416673125,-3.6735666666666673,0.0433333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,622,12000,-2.884999999999998,0.0666666666666666,115.03333333333332,14.288840599998366,12000,719,6.009171099998639,8.279669499999727,,,,,,0.9333333333333332,0.0030555555555555,0.0869444444444444,0.4666666666666667,0.0,1.0,0.0,,,0.0,,342.84669444444444,310.975,0.0,0.0,0.0,12000,-2.884999999999998,12000,0.5007642583332199,-4.4549,0.1,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,623,12000,-2.4966666666666684,0.0333333333333333,118.93333333333334,14.5752089000016,12000,719,5.992966400008299,8.5822424999933,,,,,,0.9666666666666668,0.0067676767676767,0.012070707070707,0.3008333333333333,0.0,1.0,0.0,,,0.0,,372.6659015151515,314.85,0.0,0.0,0.0,12000,-2.4966666666666684,12000,0.4994138666673582,-3.0551666666666666,0.0433333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,624,12000,-2.400000000000001,0.1,114.76666666666668,14.63261169999896,12000,719,5.817205199993623,8.815406500005338,,,,,,0.9,0.0078508771929824,0.0492546041721218,0.4,0.0,1.0,0.0,,,0.0,,361.25211950304106,317.275,0.0,0.0,0.0,12000,-2.400000000000001,12000,0.4847670999994686,-4.644033333333332,0.0433333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,625,12000,-2.1893333333333342,0.1,111.06666666666666,13.991873099999792,12000,719,5.723792000004323,8.26808109999547,,,,,,0.9,0.0105555555555555,0.0186111111111111,0.2333333333333333,0.0,1.0,0.0,,,0.0,,350.3094052322889,307.475,0.0,0.0,0.0,12000,-2.1893333333333342,12000,0.4769826666670269,-3.6743666666666672,0.0633333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,626,12000,-3.5773333333333333,0.1666666666666666,104.46666666666668,14.072239599998284,12000,719,5.805550400000357,8.266689199997927,,,,,,0.8333333333333334,0.0696794871794871,0.0476709401709401,0.2333333333333333,0.0,1.0,0.0,,,0.0,,344.5568541482464,310.65,0.0,0.0,0.0,12000,-3.5773333333333333,12000,0.4837958666666964,-5.3213,0.08,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,627,12000,-3.525666666666667,0.0,120.0,14.20095169999695,12000,719,5.747925099996792,8.453026600000157,,,,,,1.0,0.0397222222222222,0.0030555555555555,0.5,0.0,1.0,0.0,,,0.0,,335.0234722222222,308.95000000000005,0.0,0.0,0.0,12000,-3.525666666666667,12000,0.4789937583330659,-4.4217,0.03,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,628,12000,-2.950333333333332,0.1,108.2,14.693606799999545,12000,719,5.873317000012321,8.820289799987222,,,,,,0.9,0.0063888888888888,0.1158333333333333,0.4333333333333333,0.0,1.0,0.0,,,0.0,,377.671,320.625,0.0,0.0,0.0,12000,-2.950333333333332,12000,0.4894430833343601,-2.8227999999999995,0.0633333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,validated_dqn,629,12000,-2.6573333333333338,0.0666666666666666,117.16666666666669,14.653540600003907,12000,719,5.758022899994103,8.895517700009805,,,,,,0.9333333333333332,0.0038888888888888,0.0568888888888888,0.5,0.0,1.0,0.0,,,0.0,,367.4784222222222,316.1,0.0,0.0,0.0,12000,-2.6573333333333338,12000,0.4798352416661752,-3.406799999999999,0.0233333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,,,,
ApplicationNavigation-deployment-goal-shift,double_dqn,600,12000,-8.751333333333333,0.1333333333333333,104.33333333333331,17.084059599998,12000,719,7.2738340000069,9.8102255999911,,,,,,0.8666666666666667,0.2638888888888889,0.0052777777777777,0.2666666666666666,0.0,1.0,0.0,,,0.0,,413.7965277777778,354.17499999999995,0.0,0.0,0.0,12000,-8.751333333333333,12000,0.6061528333339083,-5.6073,0.03,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.5605555555555556,-0.1866111111111111,not-installed,not-installed
ApplicationNavigation-deployment-goal-shift,double_dqn,601,12000,-2.643333333333335,0.0333333333333333,117.63333333333334,17.00651199999993,12000,719,7.477502900008403,9.529009099991526,,,,,,0.9666666666666668,0.0094444444444444,0.0205555555555555,0.3,0.0,1.0,0.0,,,0.0,,383.6274767573696,350.55,0.0,0.0,0.0,12000,-2.643333333333335,12000,0.6231252416673669,-3.9841333333333337,0.0866666666666666,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.955640589569161,-0.0716751700680271,not-installed,not-installed
ApplicationNavigation-deployment-goal-shift,double_dqn,602,12000,-3.0286666666666675,0.0,120.0,17.349608600001375,12000,719,7.246479000001273,10.103129600000102,,,,,,1.0,0.0049999999999999,0.0511111111111111,0.4777777777777778,0.0,1.0,0.0,,,0.0,,433.44191666666666,355.6,0.0,0.0,0.0,12000,-3.0286666666666675,12000,0.603873250000106,-2.8138333333333345,0.0233333333333333,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.9538888888888888,-0.1003888888888888,not-installed,not-installed
ApplicationNavigation-deployment-goal-shift,double_dqn,603,12000,-12.477,0.0333333333333333,116.06666666666666,17.502473300002748,12000,719,7.269033600008697,10.233439699994053,,,,,,0.9666666666666668,0.3641666666666666,0.0283333333333333,0.5666666666666667,0.0,1.0,0.0,,,0.0,,408.60333333333335,355.025,0.0,0.0,0.0,12000,-12.477,12000,0.6057528000007247,-5.096466666666667,0.0366666666666666,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.5441666666666667,-0.38525,not-installed,not-installed
ApplicationNavigation-deployment-goal-shift,double_dqn,604,12000,-2.296333333333336,0.0666666666666666,113.7,16.67129620000196,12000,719,7.223993400009931,9.44730279999203,,,,,,0.9333333333333332,0.0069444444444444,0.0172222222222222,0.5,0.0,1.0,0.0,,,0.0,,412.3164393162394,358.0,0.0,0.0,0.0,12000,-2.296333333333336,12000,0.6019994500008276,-3.8830333333333344,0.0766666666666666,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.9567136752136752,-0.0359491452991452,not-installed,not-installed
ApplicationNavigation-deployment-goal-shift,double_dqn,605,12000,-2.938000000000001,0.0,120.0,17.44241200000397,12000,719,7.338547800005472,10.103864199998496,,,,,,1.0,0.0072222222222222,0.0352777777777777,0.3333333333333333,0.0,1.0,0.0,,,0.0,,399.2484444444444,350.975,0.0,0.0,0.0,12000,-2.938000000000001,12000,0.611545650000456,-3.463266666666667,0.02,asoc_double_dqn_30seed,configs/strong_baselines/double_dqn_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,a654625acfbaab6f0875c6312e90326207cf3149,1.5.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,0.9641666666666668,-0.1036388888888888,not-installed,not-installed
