result_family,environment,agent,seed_aggregation_level,seed_source_file,seed_source_column,seed_n_seed_rows,seed_n_finite_returns,seed_nonfinite_returns_dropped,seed_mean_return,seed_minimum_return,seed_return_quantile_0_05,seed_worst_decile_mean_return,seed_cvar_0_10_return,seed_cvar_0_10_tail_count,seed_cvar_0_05_return,seed_cvar_0_05_tail_count,seed_cvar_0_05_available,seed_cvar_0_05_reason,seed_failure_probability,seed_failure_probability_n,seed_failure_probability_reason,seed_collision_rate,seed_collision_rate_n,seed_collision_rate_reason,seed_risk_zone_rate,seed_risk_zone_rate_n,seed_risk_zone_rate_reason,seed_motor_saturation_rate,seed_motor_saturation_rate_n,seed_motor_saturation_rate_reason,episode_aggregation_level,episode_source_file,episode_source_column,episode_n_episode_rows,episode_n_finite_returns,episode_nonfinite_returns_dropped,episode_n_seeds,episode_final_checkpoint_min,episode_final_checkpoint_max,episode_mean_return,episode_minimum_return,episode_return_quantile_0_05,episode_worst_decile_mean_return,episode_cvar_0_10_return,episode_cvar_0_10_tail_count,episode_cvar_0_05_return,episode_cvar_0_05_tail_count,episode_cvar_0_05_available,episode_cvar_0_05_reason,checkpoint_source_file,checkpoint_source_column,n_checkpoints,worst_checkpoint,worst_checkpoint_return,maximum_learning_curve_drawdown
adaptive_gate_compact_validation,FrozenLake-4x4-slippery-adaptive,count_gated_tau_20,seed,results/adaptive_gate_compact_validation/seed_metrics.csv,mean_return,30,30,0,0.666666666667,0.266666666667,0.4,0.355555555556,0.355555555556,3,0.333333333333,2,True,,0.333333333333,30,,0,30,,0,30,,,0,source column motor_saturation_rate is absent,episode,results/adaptive_gate_compact_validation/raw.csv.gz,return,900,900,0,30,10000,10000,0.666666666667,0,0,0,0,90,0,45,True,,results/adaptive_gate_compact_validation/raw.csv.gz,return,5,2000,0.201111111111,0
adaptive_gate_compact_validation,FrozenLake-4x4-slippery-adaptive,fuzzy_support_adaptive,seed,results/adaptive_gate_compact_validation/seed_metrics.csv,mean_return,30,30,0,0.653333333333,0.4,0.496666666667,0.466666666667,0.466666666667,3,0.433333333333,2,True,,0.346666666667,30,,0,30,,0,30,,,0,source column motor_saturation_rate is absent,episode,results/adaptive_gate_compact_validation/raw.csv.gz,return,900,900,0,30,10000,10000,0.653333333333,0,0,0,0,90,0,45,True,,results/adaptive_gate_compact_validation/raw.csv.gz,return,5,2000,0.18,0
adaptive_gate_compact_validation,FrozenLake-4x4-slippery-adaptive,support_abstain_tau_20,seed,results/adaptive_gate_compact_validation/seed_metrics.csv,mean_return,30,30,0,0.665555555556,0.266666666667,0.4,0.355555555556,0.355555555556,3,0.333333333333,2,True,,0.334444444444,30,,0,30,,0,30,,,0,source column motor_saturation_rate is absent,episode,results/adaptive_gate_compact_validation/raw.csv.gz,return,900,900,0,30,10000,10000,0.665555555556,0,0,0,0,90,0,45,True,,results/adaptive_gate_compact_validation/raw.csv.gz,return,5,2000,0.196666666667,0
adaptive_gate_compact_validation,FrozenLake-4x4-slippery-adaptive,tabular,seed,results/adaptive_gate_compact_validation/seed_metrics.csv,mean_return,30,30,0,0.645555555556,0,0.381666666667,0.255555555556,0.255555555556,3,0.183333333333,2,True,,0.354444444444,30,,0,30,,0,30,,,0,source column motor_saturation_rate is absent,episode,results/adaptive_gate_compact_validation/raw.csv.gz,return,900,900,0,30,10000,10000,0.645555555556,0,0,0,0,90,0,45,True,,results/adaptive_gate_compact_validation/raw.csv.gz,return,5,2000,0.117777777778,0
adaptive_gate_compact_validation,FrozenLake-4x4-slippery-adaptive,validated_dqn,seed,results/adaptive_gate_compact_validation/seed_metrics.csv,mean_return,30,30,0,0.247777777778,0,0,0,0,3,0,2,True,,0.752222222222,30,,0,30,,0,30,,,0,source column motor_saturation_rate is absent,episode,results/adaptive_gate_compact_validation/raw.csv.gz,return,900,900,0,30,10000,10000,0.247777777778,0,0,0,0,90,0,45,True,,results/adaptive_gate_compact_validation/raw.csv.gz,return,5,4000,0.112222222222,0.0588888888889
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,-4.54175555556,-12.7736666667,-11.07825,-11.6417777778,-11.6417777778,3,-11.9368333333,2,True,,0.41,30,,0.232902141545,30,,0.0205567728942,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,-4.54175555556,-29.77,-28.39,-28.5801111111,-28.5801111111,90,-28.9744444444,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,2000,-4.57545555556,1.64913333333
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,fixed_hybrid,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,-4.99525555556,-12.256,-10.6864666667,-11.2017777778,-11.2017777778,3,-11.5243333333,2,True,,0.658888888889,30,,0.182533252521,30,,0.0155992747017,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,-4.99525555556,-29.77,-28.16,-28.3247777778,-28.3247777778,90,-28.7584444444,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,12000,-4.99525555556,1.78366666667
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,fuzzy_support_adaptive,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,-5.54234444444,-12.775,-11.1112166667,-11.622,-11.622,3,-12.2388333333,2,True,,0.502222222222,30,,0.244377849732,30,,0.0169056447086,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,-5.54234444444,-29.54,-28.39,-28.4942222222,-28.4942222222,90,-28.8502222222,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,12000,-5.54234444444,3.43696666667
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,support_abstain_tau_20,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,1.23342222222,-0.755666666667,-0.09725,-0.316222222222,-0.316222222222,3,-0.429833333333,2,True,,0.455555555556,30,,0.00670581692147,30,,0.0327830547725,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,1.23342222222,-9.76,-3.5515,-4.16055555556,-4.16055555556,90,-5.11333333333,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,2000,-2.95893333333,0
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,tabular,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,1.2795,-1.09866666667,-0.603483333333,-0.768111111111,-0.768111111111,3,-0.854,2,True,,0.248888888889,30,,0.0695517983337,30,,0.0356371324482,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,1.2795,-11.03,-9.0935,-9.18744444444,-9.18744444444,90,-9.74911111111,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,2000,-5.28312222222,0
application_navigation_case_study,ApplicationNavigation-deployment-goal-shift,validated_dqn,seed,results/application_navigation_case_study/seed_metrics.csv,mean_return,30,30,0,-3.60431111111,-9.894,-7.03626666667,-7.92066666667,-7.92066666667,3,-8.92533333333,2,True,,0.935555555556,30,,0.0435593107951,30,,0.0465728087848,30,,,0,source column motor_saturation_rate is absent,episode,results/application_navigation_case_study/raw.csv.gz,return,900,900,0,30,12000,12000,-3.60431111111,-29.31,-10.0065,-14.8436666667,-14.8436666667,90,-22.4711111111,45,True,,results/application_navigation_case_study/raw.csv.gz,return,6,2000,-5.0313,0.00674444444444
application_risk_variants,ApplicationNavigation-risk-adjusted-fallbacks,support_hold_penalized,seed,results/application_risk_variants/seed_metrics.csv,mean_return,30,30,0,-0.320433333333,-2.85266666667,-2.25903333333,-2.45355555556,-2.45355555556,3,-2.5785,2,True,,0.374444444444,30,,0.00601404329485,30,,0.0287846819295,30,,,0,source column motor_saturation_rate is absent,episode,results/application_risk_variants/raw.csv.gz,return,900,900,0,30,12000,12000,-0.320433333333,-15.66,-9.232,-9.81255555556,-9.81255555556,90,-10.7651111111,45,True,,results/application_risk_variants/raw.csv.gz,return,6,2000,-7.75348888889,0
application_risk_variants,ApplicationNavigation-risk-adjusted-fallbacks,support_no_hold,seed,results/application_risk_variants/seed_metrics.csv,mean_return,30,30,0,0.865888888889,-2.155,-1.19225,-1.50888888889,-1.50888888889,3,-1.7025,2,True,,0.257777777778,30,,0.086789693339,30,,0.0366775440436,30,,,0,source column motor_saturation_rate is absent,episode,results/application_risk_variants/raw.csv.gz,return,900,900,0,30,12000,12000,0.865888888889,-26.6,-10.452,-10.9352222222,-10.9352222222,90,-11.7415555556,45,True,,results/application_risk_variants/raw.csv.gz,return,6,2000,-5.98946666667,0
application_risk_variants,ApplicationNavigation-risk-adjusted-fallbacks,support_shortest_path,seed,results/application_risk_variants/seed_metrics.csv,mean_return,30,30,0,0.604911111111,-3.20633333333,-2.49085,-2.70488888889,-2.70488888889,3,-3.01366666667,2,True,,0.121111111111,30,,0.132044828642,30,,0.0130153130668,30,,,0,source column motor_saturation_rate is absent,episode,results/application_risk_variants/raw.csv.gz,return,900,900,0,30,12000,12000,0.604911111111,-29.54,-28.49,-28.5274444444,-28.5274444444,90,-28.9153333333,45,True,,results/application_risk_variants/raw.csv.gz,return,6,2000,-6.68245555556,0
application_risk_variants,ApplicationNavigation-risk-adjusted-fallbacks,support_verified_safe,seed,results/application_risk_variants/seed_metrics.csv,mean_return,30,30,0,3.84487777778,2.783,3.0996,2.99988888889,2.99988888889,3,2.902,2,True,,0.128888888889,30,,0.00427383184099,30,,0.0126922776801,30,,,0,source column motor_saturation_rate is absent,episode,results/application_risk_variants/raw.csv.gz,return,900,900,0,30,12000,12000,3.84487777778,-6.99,-2.96,-3.11133333333,-3.11133333333,90,-3.38488888889,45,True,,results/application_risk_variants/raw.csv.gz,return,6,2000,-3.43065555556,0
approx_support/feature_distance_support,ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,seed,results/approx_support/feature_distance_support/seed_metrics.csv,mean_return,30,30,0,-2.89595555556,-10.2803333333,-6.16301666667,-7.52911111111,-7.52911111111,3,-8.2645,2,True,,0.677777777778,30,,0.102897114544,30,,0.0220463363861,30,,,0,source column motor_saturation_rate is absent,episode,results/approx_support/feature_distance_support/raw.csv.gz,return,900,900,0,30,12000,12000,-2.89595555556,-29.77,-26.3355,-24.1115555556,-24.1115555556,90,-28.0286666667,45,True,,results/approx_support/feature_distance_support/raw.csv.gz,return,6,2000,-4.48347777778,0.738888888889
approx_support/knn_support,ApplicationNavigation-deployment-goal-shift,knn_support_gate,seed,results/approx_support/knn_support/seed_metrics.csv,mean_return,30,30,0,-3.49624444444,-9.41133333333,-8.0088,-8.44333333333,-8.44333333333,3,-8.93266666667,2,True,,0.653333333333,30,,0.133545634984,30,,0.0317507344541,30,,,0,source column motor_saturation_rate is absent,episode,results/approx_support/knn_support/raw.csv.gz,return,900,900,0,30,12000,12000,-3.49624444444,-29.54,-28.39,-27.8362222222,-27.8362222222,90,-28.8491111111,45,True,,results/approx_support/knn_support/raw.csv.gz,return,6,2000,-3.86593333333,0.951444444444
approximate_support_baseline_validation,ApplicationNavigation-deployment-goal-shift,approx_count_gated_k5,seed,results/approximate_support_baseline_validation/seed_metrics.csv,mean_return,3,3,0,-7.51666666667,-18.85,-17.175,-18.85,-18.85,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,1,3,,0.315277777778,3,,0.0180555555556,3,,,0,source column motor_saturation_rate is absent,episode,results/approximate_support_baseline_validation/raw.csv,return,9,9,0,3,600,600,-7.51666666667,-19.54,-19.264,-19.54,-19.54,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,results/approximate_support_baseline_validation/raw.csv,return,3,600,-7.51666666667,2.87222222222
approximate_support_baseline_validation,ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,seed,results/approximate_support_baseline_validation/seed_metrics.csv,mean_return,3,3,0,-7.51666666667,-18.85,-17.175,-18.85,-18.85,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,1,3,,0.315277777778,3,,0.0180555555556,3,,,0,source column motor_saturation_rate is absent,episode,results/approximate_support_baseline_validation/raw.csv,return,9,9,0,3,600,600,-7.51666666667,-19.54,-19.264,-19.54,-19.54,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,results/approximate_support_baseline_validation/raw.csv,return,3,600,-7.51666666667,2.87222222222
approximate_support_baseline_validation,ApplicationNavigation-deployment-goal-shift,support_abstain_tau_20,seed,results/approximate_support_baseline_validation/seed_metrics.csv,mean_return,3,3,0,-1.76666666667,-2.1,-2.05,-2.1,-2.1,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,1,3,,0.00277777777778,3,,0.0180555555556,3,,,0,source column motor_saturation_rate is absent,episode,results/approximate_support_baseline_validation/raw.csv,return,9,9,0,3,600,600,-1.76666666667,-2.48,-2.312,-2.48,-2.48,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,results/approximate_support_baseline_validation/raw.csv,return,3,200,-1.86333333333,0.01
approximate_support_baseline_validation,ApplicationNavigation-deployment-goal-shift,tabular,seed,results/approximate_support_baseline_validation/seed_metrics.csv,mean_return,3,3,0,-1.96888888889,-6.48666666667,-5.826,-6.48666666667,-6.48666666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.555555555556,3,,0.190075973409,3,,0.0132495590829,3,,,0,source column motor_saturation_rate is absent,episode,results/approximate_support_baseline_validation/raw.csv,return,9,9,0,3,600,600,-1.96888888889,-8.96,-7.584,-8.96,-8.96,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,results/approximate_support_baseline_validation/raw.csv,return,3,200,-4.75,0
confirmatory_extended_compact,CliffWalking-v1,count_gated_tau_20,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-29.2333333333,-500,-13,-175.333333333,-175.333333333,3,-256.5,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-29.2333333333,-500,-13,-175.333333333,-175.333333333,90,-337.666666667,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-500,0
confirmatory_extended_compact,CliffWalking-v1,fixed_hybrid,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-192.433333333,-500,-500,-500,-500,3,-500,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-192.433333333,-500,-500,-500,-500,90,-500,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-830,0
confirmatory_extended_compact,CliffWalking-v1,random,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-5005.05666667,-5409.13333333,-5398.75833333,-5401.72222222,-5401.72222222,3,-5407.28333333,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-5005.05666667,-9014,-6935,-7026.3,-7026.3,90,-7328.8,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,10000,-5005.05666667,58.6066666667
confirmatory_extended_compact,CliffWalking-v1,reliability_gated,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-175.6,-500,-500,-500,-500,3,-500,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-175.6,-500,-500,-500,-500,90,-500,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-704.6,0
confirmatory_extended_compact,CliffWalking-v1,support_abstain_tau_20,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-13.2,-17,-14.1,-15,-15,3,-16,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-13.2,-17,-15,-15,-15,90,-16.3333333333,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-665,0
confirmatory_extended_compact,CliffWalking-v1,tabular,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-13,-13,-13,-13,-13,3,-13,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-13,-13,-13,-13,-13,90,-13,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-693.71,0
confirmatory_extended_compact,CliffWalking-v1,validated_dqn,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-500,-500,-500,-500,-500,3,-500,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,10000,10000,-500,-500,-500,-500,-500,90,-500,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,4,2500,-500,0
confirmatory_extended_compact,FourRooms-11-slip-unseen-goals,count_gated_tau_20,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-3.17228888889,-3.94533333333,-3.8377,-3.87355555556,-3.87355555556,3,-3.89166666667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,16000,16000,-3.17228888889,-4.33,-4.24,-4.24933333333,-4.24933333333,90,-4.26755555556,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,7,2500,-3.46031111111,0.185722222222
confirmatory_extended_compact,FourRooms-11-slip-unseen-goals,fixed_hybrid,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-3.0441,-3.78033333333,-3.51106666667,-3.59766666667,-3.59766666667,3,-3.667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,16000,16000,-3.0441,-4.31,-4.24,-4.24288888889,-4.24288888889,90,-4.262,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,7,2500,-3.53231111111,0.0255555555556
confirmatory_extended_compact,FourRooms-11-slip-unseen-goals,random,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-1.6936,-2.14933333333,-2.08866666667,-2.10577777778,-2.10577777778,3,-2.14,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,16000,16000,-1.6936,-2.93,-2.75,-2.76366666667,-2.76366666667,90,-2.79777777778,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,7,16000,-1.6936,0.0974111111111
confirmatory_extended_compact,FourRooms-11-slip-unseen-goals,reliability_gated,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-3.0269,-3.91766666667,-3.79096666667,-3.825,-3.825,3,-3.90966666667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent,episode,results/confirmatory_extended_compact/raw.csv.gz,return,900,900,0,30,16000,16000,-3.0269,-4.31,-4.24,-4.24244444444,-4.24244444444,90,-4.26266666667,45,True,,results/confirmatory_extended_compact/raw.csv.gz,return,7,2500,-3.52655555556,0.153166666667
