family,agent,seed,checkpoint,episode,sample_count,post_onset_sample_count,perturbation_onset_timestamp,trajectory_deviation_rmse_m,maximum_trajectory_deviation_m,recovered,recovery_time_seconds,censor_time_seconds,saturation_duration_seconds,constraint_violation_duration_seconds,near_miss_duration_seconds,saturation_sample_count,constraint_violation_sample_count,near_miss_sample_count,recovery_band_m,required_dwell_steps,non_recovery_rule,source_file
combined_executed_condition_safety_trace,feed_forward_dqn,16037,240,2,30,25,0.1,0.5586155578306866,0.8940421992369117,False,,0.4,0.0,0.499999999999998,0.0166666666666666,0,30,1,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,240,3,30,25,0.1,0.5689841853821026,0.8890304161924978,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,240,4,30,25,0.1,0.5061846053337039,0.7757119313488705,False,,0.4,0.0,0.0,0.0,0,0,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,120,1,30,25,0.1,0.5941576835272259,0.9569375154711022,False,,0.4,0.0,0.499999999999998,0.0333333333333332,0,30,2,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,120,2,30,25,0.1,0.5427091495013948,0.8310189206257681,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,120,3,30,25,0.1,0.5592575904633683,0.8945791619599899,False,,0.4,0.0,0.3999999999999984,0.0,0,24,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,120,4,30,25,0.1,0.5574441750454772,0.8781156753445098,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,240,1,30,25,0.1,0.5897418566942171,0.9251036636861618,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,240,2,30,25,0.1,0.5058404800552256,0.7754106402732162,False,,0.4,0.0,0.0,0.0,0,0,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16038,240,3,30,25,0.1,0.5255074822525224,0.8012877729202562,False,,0.4,0.0,0.249999999999999,0.0,0,15,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
