experiment_name,experiment,config_file,environment,environment_id,resolved_environment_id,observation_representation,agent,seed,phase,train_steps,eval_checkpoint,eval_return,checkpoint,episode,return,length,success,environment_steps,gradient_updates,training_loss_mean,training_loss_max,nonfinite_loss_count,completed_checkpoint_count,expected_checkpoint_count,elapsed_seconds,training_elapsed_seconds,evaluation_elapsed_seconds,wall_clock_training_time,wall_clock_evaluation_time,git_commit_hash,package_version,source_snapshot_sha256,execution_inputs_clean,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,gym_pybullet_drones_version,pybullet_version,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,exact_support_coverage,approximate_support_coverage,fuzzy_gate_active_rate,neural_only_fallback_rate,out_of_fuzzy_support_count,out_of_fuzzy_support_ratio,support_status,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,selected_branch,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,localization_error_mean,sensor_dropout_rate,camera_visible_rate,motor_saturation_rate,tabular_greedy_action,neural_greedy_action,mixed_selected_action,optimal_action,tabular_action_correct,neural_action_correct,relative_reliability_score,predicted_better_branch,actually_better_branch,actually_better_branch_value,tabular_q_error,neural_q_error,post_shift,shift_region,steps_since_shift
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1258,,,1258,11,-1.5799999999999814,110,1.0,1258,47,0.010669186944141984,0.14255858957767487,0,0,3,1.0302680999957374,1.0302680999957374,0.0,1.0302680999957374,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.21870558373489057,0.0,1.0,1.0,153.0,0.0,0.14545454545454545,0.08181818181818182,0.21818181818181817,0.8327272727272726,0.13636363636363635,0.40458631140164875,0.5954136885983512,0.0,nan,nan,0.5062214350039287,nan,0.8636363636363636,0.8636363636363636,nan,0.13636363636363635,nan,nan,exact,37.23909090909091,21.0,neural,153.0,765.0,6732.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1378,,,1378,12,-7.029999999999976,120,0.0,1378,55,0.009776316307993098,0.14255858957767487,0,0,3,1.1429814000002807,1.1429814000002807,0.0,1.1429814000002807,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.19507684056444055,0.0,1.0,1.0,182.0,1.0,0.14166666666666666,0.075,0.23333333333333334,-0.165,0.75,0.02501725327812284,0.9749827467218772,0.0,nan,nan,0.026525206486800398,nan,0.25,0.25,nan,0.75,nan,nan,unsupported,49.999166666666675,20.25,neural,182.0,910.0,8008.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1498,,,1498,13,-7.939999999999981,120,0.0,1498,62,0.009049631080650274,0.14255858957767487,0,0,3,1.253121599998849,1.253121599998849,0.0,1.253121599998849,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.21952946888252295,0.0,1.0,1.0,184.0,1.0,0.18333333333333332,0.05,0.24166666666666667,-0.2075,0.0,0.27792400134755463,0.7220759986524455,0.0,nan,nan,0.3283374261353534,nan,1.0,1.0,nan,0.0,nan,nan,exact,84.03833333333334,20.9,neural,184.0,920.0,8096.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1618,,,1618,14,-7.919999999999977,120,0.0,1618,70,0.01045099847417857,0.1427222192287445,0,0,3,1.3736404000010225,1.3736404000010225,0.0,1.3736404000010225,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.2475304928233288,0.0,1.0,1.0,185.0,1.0,0.2,0.0,0.25,-0.225,0.0,0.4312228704639355,0.5687771295360645,0.0,nan,nan,0.5356962155475595,nan,1.0,1.0,nan,0.0,nan,nan,exact,79.525,22.1,neural,185.0,925.0,8140.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1738,,,1738,15,-7.179999999999984,120,0.0,1738,77,0.00988909254431144,0.1427222192287445,0,0,3,1.4849136999982875,1.4849136999982875,0.0,1.4849136999982875,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.2718224929221974,0.0,1.0,1.0,186.0,1.0,0.15,0.06666666666666667,0.21666666666666667,-0.17166666666666666,0.0,0.4819509171526084,0.5180490828473916,0.0,nan,nan,0.6059096515191572,nan,1.0,1.0,nan,0.0,nan,nan,exact,60.02,20.549999999999997,neural,186.0,930.0,8184.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1817,,,1817,16,-0.3399999999999963,79,1.0,1817,82,0.00954348848076401,0.1427222192287445,0,0,3,1.559855499996047,1.559855499996047,0.0,1.559855499996047,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.2747622669309696,0.0,1.0,1.0,189.0,0.0,0.17721518987341772,0.08860759493670886,0.26582278481012656,0.7962025316455695,0.0,0.3611316451391922,0.6388683548608078,0.0,nan,nan,0.44518333916545216,nan,1.0,1.0,nan,0.0,nan,nan,exact,71.0493670886076,21.4,neural,189.0,945.0,8316.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1937,,,1937,17,-7.339999999999974,120,0.0,1937,90,0.009049038995160824,0.1427222192287445,0,0,3,1.6807475999958115,1.6807475999958115,0.0,1.6807475999958115,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.27787255818091444,0.0,1.0,1.0,191.0,1.0,0.15,0.08333333333333333,0.21666666666666667,-0.17166666666666666,0.0,0.30951848811044214,0.6904815118895579,0.0,nan,nan,0.37171179136152827,nan,1.0,1.0,nan,0.0,nan,nan,exact,50.12083333333333,20.9,neural,191.0,955.0,8404.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,1950,,,1950,18,4.06,13,1.0,1950,90,0.009049038995160824,0.1427222192287445,0,0,3,1.6906033999985084,1.6906033999985084,0.0,1.6906033999985084,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.27252386272046414,0.0,1.0,1.0,196.0,0.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.8076923076923077,0.07692307692307693,0.04395604395604395,0.9560439560439561,0.0,nan,nan,0.04501899276857168,nan,0.9230769230769231,0.9230769230769231,nan,0.07692307692307693,nan,nan,exact,117.5153846153846,19.8,neural,196.0,980.0,8624.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,2070,,,2070,19,-8.399999999999977,120,0.0,2070,98,0.008600789134162573,0.1427222192287445,0,0,3,1.8008122999963234,1.8008122999963234,0.0,1.8008122999963234,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.27355547778675926,0.0,1.0,1.0,198.0,1.0,0.2,0.05,0.25833333333333336,-0.22583333333333336,0.0,0.25841257853354627,0.7415874214664536,0.0,nan,nan,0.30275129712366466,nan,1.0,1.0,nan,0.0,nan,nan,exact,65.85083333333334,19.1,neural,198.0,990.0,8712.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,2190,,,2190,20,-9.68999999999998,120,0.0,2190,105,0.008257963479540888,0.1427222192287445,0,0,3,1.909277699996892,1.909277699996892,0.0,1.909277699996892,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.2766662070600842,0.0,1.0,1.0,199.0,1.0,0.25833333333333336,0.016666666666666666,0.3,-0.2883333333333334,0.0,0.35289609814066336,0.6471039018593367,0.0,nan,nan,0.43029245214468664,nan,1.0,1.0,nan,0.0,nan,nan,exact,65.79666666666667,18.85,neural,199.0,995.0,8756.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,2301,,,2301,21,-0.38999999999998725,111,1.0,2301,112,0.007941708016525289,0.1427222192287445,0,0,3,2.018219699995825,2.018219699995825,0.0,2.018219699995825,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.2710263276913569,0.0,1.0,1.0,215.0,0.0,0.08108108108108109,0.12612612612612611,0.25225225225225223,0.8936936936936937,0.10810810810810811,0.2034842383728916,0.7965157616271082,0.0,nan,nan,0.23895427092715218,nan,0.8918918918918919,0.8918918918918919,nan,0.10810810810810811,nan,nan,exact,71.2117117117117,20.4,neural,215.0,1075.0,9460.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,2421,,,2421,22,-9.029999999999976,120,0.0,2421,120,0.010040310661618907,0.14931157231330872,0,0,3,2.1293853999959538,2.1293853999959538,0.0,2.1293853999959538,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.29170968354001325,0.0,1.0,1.0,215.0,1.0,0.20833333333333334,0.09166666666666666,0.23333333333333334,-0.2316666666666667,0.0,0.5248702889329272,0.47512971106707275,0.0,nan,nan,0.6683148837617613,nan,1.0,1.0,nan,0.0,nan,nan,exact,60.5925,20.2,memory,215.0,1075.0,9460.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
