algorithm,environment,training_seed,condition,mean_return,median_return,cvar10_return,decision_weighted_support_coverage,episode_mean_support_coverage,exact_recurrence_rate_episode_mean,unhealthy_termination_rate,truncation_rate,mean_critic_gap,mean_tqc_quantile_iqr,final_eval_episodes,final_eval_decisions
TQC,Walker2d-v5,22000,COMBINED_DELAY_GAIN,475.5003024697514,504.1062364045126,239.30928338487922,0.8143327348892878,0.7997817828707265,0.0,1.0,0.0,2.9892644031116977,11.224454108112003,30,6684
TQC,Walker2d-v5,22000,NOMINAL,893.4463941229153,870.166965148295,687.716633445814,0.9881750098541584,0.9878279598310039,0.0,1.0,0.0,1.4664390184130078,5.764416712515684,30,10148
TQC,Walker2d-v5,22000,OBS_DELAY_1,462.2663599128906,296.3790056180952,16.0442468212228,0.6909965034965035,0.5429097405504144,0.0,1.0,0.0,5.209229245382639,17.448137466050976,30,6864
TQC,Walker2d-v5,22001,ACT_GAIN_075,684.7148781698753,642.0953351711792,560.8071037915279,0.9707652622527945,0.9717065111271275,0.0,1.0,0.0,1.2152862820305066,5.334358621235492,30,9304
TQC,Walker2d-v5,22001,COMBINED_DELAY_GAIN,997.9266945172507,967.4355688553246,629.0634660506167,0.9756488549618321,0.9753597808525315,0.0,1.0,0.0,1.4509652975115659,5.836388711022735,30,13100
TQC,Walker2d-v5,22001,NOMINAL,1053.6532565427242,912.1255524056156,638.6316840643511,0.9589181787059227,0.9522176730844314,0.0,1.0,0.0,1.641374607710151,6.906768785179829,30,14605
TQC,Walker2d-v5,22001,OBS_DELAY_1,638.4285030712507,580.7095281135702,316.8319292800672,0.8490652074783401,0.8511843503388327,0.0,1.0,0.0,2.806253157607521,9.982455117113593,30,8772
TQC,Walker2d-v5,22002,ACT_GAIN_075,694.3803899937527,710.3131476951664,379.94598913055796,0.9638366662675129,0.96206910983777,0.0,1.0,0.0,2.060674032084175,8.594028921833608,30,8351
TQC,Walker2d-v5,22002,COMBINED_DELAY_GAIN,642.6387400791792,591.438690077033,359.6392614104898,0.9716393234134554,0.9726733282539578,0.0,1.0,0.0,2.294837255081943,9.679297633386401,30,7863
TQC,Walker2d-v5,22002,NOMINAL,947.018903236372,934.3104229473706,34.74132193222972,0.9481312670920693,0.9228011976929138,0.0,1.0,0.0,2.325099087517981,9.762594651579331,30,10970
TQC,Walker2d-v5,22002,OBS_DELAY_1,520.322252559953,419.5964279676364,26.079997425911355,0.8763391490664217,0.8051325863186072,0.0,1.0,0.0,3.584958081353936,12.298798241194795,30,6534
TQC,Walker2d-v5,22003,ACT_GAIN_075,892.6086797757982,849.9798433368105,763.1646860292053,0.9345983044004844,0.9350783199790718,0.0,1.0,0.0,1.9670949191301699,8.761724808518409,30,9908
TQC,Walker2d-v5,22003,COMBINED_DELAY_GAIN,853.5120174322102,825.5782103615884,444.912404725565,0.905628076182324,0.9003382334384907,0.0,1.0,0.0,2.259153372829632,9.491224162032017,30,9346
TQC,Walker2d-v5,22003,NOMINAL,1049.0388752429435,1066.631872066543,50.110008505667906,0.9222609368950833,0.896050070384783,0.0,1.0,0.0,2.154269412659308,8.878080866811363,30,12915
TQC,Walker2d-v5,22003,OBS_DELAY_1,1161.2256897289176,1117.8160834241673,669.4946056425083,0.867021699387966,0.867132521751179,0.0,1.0,0.0,2.696407361841946,9.498261382361472,30,12581
TQC,Walker2d-v5,22004,ACT_GAIN_075,938.6824399517045,974.5619025254493,749.8632534283246,0.9787547693374956,0.9789411186361249,0.0,1.0,0.0,1.4089759815338463,6.434650093605283,30,11532
TQC,Walker2d-v5,22004,COMBINED_DELAY_GAIN,1070.1955127266851,1045.5677211932434,741.2693504553898,0.9830430090951133,0.9818235760742678,0.0,1.0,0.0,1.70442608422799,6.8255750880089465,30,12974
TQC,Walker2d-v5,22004,NOMINAL,402.2815571011273,412.50698962481374,189.54889426259902,0.9805061145417121,0.9801528293799585,0.0,1.0,0.0,1.626718552391256,6.295200003419178,30,8259
TQC,Walker2d-v5,22004,OBS_DELAY_1,670.5548380700287,564.7670209159622,119.49710984163495,0.9137168141592921,0.9098995057515054,0.0,1.0,0.0,2.2801914819720213,7.908502867979588,30,10396
