result_family,family,agent,metric,direction,n_seeds_total,n_seeds_finite,mean,median,bootstrap_ci_low,bootstrap_ci_high,availability,reason_if_unavailable,source_file,source_column
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,selected_temporal_drqn,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,selected_temporal_drqn,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,selected_temporal_drqn,constraint_violation_duration_seconds,lower_is_better,10,10,0.38916666666666516,0.41874999999999835,0.3066666666666654,0.4491666666666648,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,selected_temporal_drqn,near_miss_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,trajectory_deviation_rmse_m,lower_is_better,10,10,0.49746803860370303,0.49618886730842815,0.49241405785828496,0.5024970063723199,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,maximum_trajectory_deviation_m,lower_is_better,10,10,0.7416860929608802,0.7414831374148174,0.7338428250334175,0.7493274509690415,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,constraint_violation_duration_seconds,lower_is_better,10,10,0.3612499999999986,0.3687499999999986,0.29416666666666547,0.4233333333333317,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,combined_executed_condition_safety_trace,sensorized_controller,near_miss_duration_seconds,lower_is_better,10,10,0.012916666666666615,0.010416666666666626,0.00499999999999998,0.021666666666666584,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,trajectory_deviation_rmse_m,lower_is_better,10,10,0.543787942854423,0.5443851492969785,0.5362326301624508,0.5513580590210705,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,maximum_trajectory_deviation_m,lower_is_better,10,10,0.8423341597476197,0.8431642246164957,0.8261438719728629,0.8582555348828995,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,constraint_violation_duration_seconds,lower_is_better,10,10,0.39624999999999844,0.42291666666666494,0.344583333333332,0.4399999999999983,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,feed_forward_dqn,near_miss_duration_seconds,lower_is_better,10,10,0.004583333333333316,0.0,0.0,0.009583333333333296,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,trajectory_deviation_rmse_m,lower_is_better,10,10,0.542511731540843,0.5428101974735605,0.5341595919364737,0.551567204261696,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,maximum_trajectory_deviation_m,lower_is_better,10,10,0.8394906622994363,0.8365594856546663,0.8216175512724715,0.8577286669450399,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,constraint_violation_duration_seconds,lower_is_better,10,10,0.39583333333333176,0.42291666666666494,0.34333333333333205,0.44167708333333144,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,fuzzy_relative_reliability,near_miss_duration_seconds,lower_is_better,10,10,0.003749999999999985,0.0,0.0,0.0083333333333333,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,trajectory_deviation_rmse_m,lower_is_better,10,10,0.544773541485305,0.5401972446239725,0.5347695204588898,0.5562157769178839,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,maximum_trajectory_deviation_m,lower_is_better,10,10,0.8438016417569223,0.8344439031906272,0.8225960091029924,0.8675207524526499,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,constraint_violation_duration_seconds,lower_is_better,10,10,0.38249999999999845,0.38541666666666513,0.3258333333333321,0.43459374999999817,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_approximate_support,near_miss_duration_seconds,lower_is_better,10,10,0.002916666666666655,0.0,0.0,0.00666666666666664,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,trajectory_deviation_rmse_m,lower_is_better,10,10,0.5367968572371209,0.5366117395417397,0.526421428432566,0.5463172796394256,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,maximum_trajectory_deviation_m,lower_is_better,10,10,0.8255708327294868,0.8286146013800653,0.8023385299497042,0.8458780291195677,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,constraint_violation_duration_seconds,lower_is_better,10,10,0.3979166666666651,0.422916666666665,0.33666666666666534,0.4466666666666648,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,selected_temporal_drqn,near_miss_duration_seconds,lower_is_better,10,10,0.00249999999999999,0.0,0.000416666666666665,0.004583333333333316,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,trajectory_deviation_rmse_m,lower_is_better,10,10,0.49857671210714416,0.4965834228151289,0.49401701284622157,0.5035085254866544,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,trajectory_deviation_rmse_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,maximum_trajectory_deviation_m,lower_is_better,10,10,0.7443814524459416,0.7420331901894583,0.7374142071746543,0.7520775733260614,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,maximum_trajectory_deviation_m
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,recovery_probability,higher_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_probability
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,recovery_time_seconds_recovered_only,lower_is_better,10,0,,,,,not_available,no finite seed-level values under the locked conditional denominator,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,recovery_time_seconds_recovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,censor_time_seconds_nonrecovered_only,descriptive,10,10,0.4,0.4,0.4,0.4,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,censor_time_seconds_nonrecovered_only
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,saturation_duration_seconds,lower_is_better,10,10,0.0,0.0,0.0,0.0,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,saturation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,constraint_violation_duration_seconds,lower_is_better,10,10,0.35916666666666525,0.37291666666666523,0.29208333333333214,0.42001041666666483,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,constraint_violation_duration_seconds
diagnostic_extensions/safety_traces,latency_only_safety_trace,sensorized_controller,near_miss_duration_seconds,lower_is_better,10,10,0.01333333333333328,0.006249999999999975,0.004583333333333315,0.02291666666666658,available,,results/diagnostic_extensions/safety_traces/safety_trace_seed_metrics.csv,near_miss_duration_seconds
