environment,agent,beta,lambda,epsilon,auroc_action_correctness,auroc_ci_low_action_correctness,auroc_ci_high_action_correctness,average_precision_action_correctness,balanced_accuracy_0_5_action_correctness,brier_score_action_correctness,changed_region_auroc_action_correctness,changed_region_auroc_availability_action_correctness,changed_region_brier_score_action_correctness,ece_action_correctness,auroc_value_error,auroc_ci_low_value_error,auroc_ci_high_value_error,brier_score_value_error,changed_region_auroc_value_error,changed_region_brier_score_value_error,ece_value_error,detection_rate,adaptation_delay_median,development_rank_within_environment,aggregation_level,source_file
ReliabilityShift-boundary-020-calibration-development,rel_b020_l20_e1e8,0.2,20.0,1e-08,1.0,1.0,1.0,1.0,0.9346162993045374,0.13082801794221324,,not_available_single_class,0.13451493733017683,0.3422251778716643,0.8228900508437219,0.748381299294701,0.888535903148002,0.17270057370157846,0.777488672081506,0.1946566874896939,0.2134409509358271,1.0,750.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b020_l5_e1e4,0.2,5.0,0.0001,1.0,1.0,1.0,1.0,0.930468658513061,0.12845003386534803,,not_available_single_class,0.13252221191306465,0.3370812748542671,0.848437168271644,0.7929074648348119,0.9012429425677364,0.15439232289713464,0.7701107429236915,0.1959228475158169,0.2092913413324072,1.0,750.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b020_l5_e1e8,0.2,5.0,1e-08,1.0,1.0,1.0,1.0,0.930468658513061,0.12846029106479306,,not_available_single_class,0.1325339797997131,0.3370973511540535,0.848567954297808,0.7931382904474382,0.9039976181481778,0.154415191566222,0.7701107429236915,0.1959339596767552,0.20931934238359876,1.0,750.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b005_l10_e1e6,0.05,10.0,1e-06,0.9971830985915492,0.991549295774648,1.0,0.9166666666666666,0.7960420944527474,0.2195609627124524,,not_available_single_class,0.22492365583580343,0.46703258982852974,0.7364735262003901,0.6653532965561999,0.811458803431897,0.21239428294461687,0.7493783464086274,0.24094235961261806,0.2884653562429979,0.8,1125.0,14.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b005_l5_e1e4,0.05,5.0,0.0001,0.9971830985915492,0.991549295774648,1.0,0.9166666666666666,0.7914443933033221,0.22035704294717634,,not_available_single_class,0.22599361756271144,0.4680287930350854,0.7429184569649789,0.6743760615131199,0.8150924332136977,0.21038807460847542,0.7480844702345426,0.2417545053675852,0.2907610375048731,0.8,1125.0,14.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b005_l5_e1e8,0.05,5.0,1e-08,0.9971830985915492,0.991549295774648,1.0,0.9166666666666666,0.7914443933033221,0.22037439373569145,,not_available_single_class,0.22601360917207797,0.4680499042571641,0.7431038535742169,0.6747477345387549,0.8151903118073449,0.21041003587426949,0.7480844702345426,0.24176866932889912,0.2905681032280677,0.8,1125.0,14.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b005_l20_e1e4,0.05,20.0,0.0001,0.9902865468674115,0.977756192326372,1.0,0.7816666666666666,0.7986394970501498,0.21776814177287207,,not_available_single_class,0.2226100406674485,0.46484260975567393,0.7226683931212029,0.6479453493853095,0.802912216626505,0.21527434434213194,0.7504750554685382,0.23927350333288894,0.28827309132323786,0.8,1125.0,17.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b005_l20_e1e8,0.05,20.0,1e-08,0.9902865468674115,0.9764934434191355,1.0,0.7816666666666666,0.7986394970501498,0.21778700406948853,,not_available_single_class,0.2226318427384663,0.4648658184701741,0.7227198961424306,0.6479557668249705,0.8028944432828256,0.21529524308056658,0.7504750554685382,0.23928873099697187,0.2883039049062165,0.8,1125.0,17.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l1_e1e4,0.02,1.0,0.0001,0.9230423436109131,0.8469088302016908,0.9920654687777976,0.5016666666666667,0.6901788426267659,0.2574305805631255,,not_available_single_class,0.26152964458047734,0.5092506989551283,0.6656881422552018,0.5987367228092958,0.7342118375967686,0.24167363702299793,0.6628994701722887,0.25902632154653327,0.30491046998412047,0.4,1000.0,19.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l1_e1e8,0.02,1.0,1e-08,0.9230423436109131,0.8469088302016908,0.9920654687777976,0.5016666666666667,0.6901788426267659,0.2574532371899915,,not_available_single_class,0.26155494752080355,0.5092754862956562,0.6657398042629696,0.5987786497725258,0.7327009587534135,0.24169129337954365,0.6628994701722887,0.2590420146455813,0.30493844660206276,0.4,1000.0,19.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l5_e1e6,0.02,5.0,1e-06,0.9129651904066935,0.8366893535674764,0.9839886141256005,0.44949346405228763,0.6901788426267659,0.2559300744317329,,not_available_single_class,0.2598410147335234,0.5076279525929523,0.6598834049256943,0.5911934799536304,0.7311131438395864,0.2416787146051306,0.6682122938952987,0.2580165114126666,0.3088488946955749,0.4,1000.0,21.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l10_e1e4,0.02,10.0,0.0001,0.9037697881078429,0.8199363684720653,0.9865860167230031,0.44635281385281383,0.6928474069391658,0.2540982498633387,,not_available_single_class,0.25778072678069397,0.5056419372880802,0.6529290591417535,0.5832897165572826,0.7253992545143448,0.24159604859560493,0.676788104536846,0.2567800760970205,0.3070580963812437,0.4,1000.0,22.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l10_e1e8,0.02,10.0,1e-08,0.9037697881078429,0.8200349432015288,0.9865860167230028,0.44635281385281383,0.6928474069391658,0.25412200219073106,,not_available_single_class,0.25780726125028136,0.5056681269867231,0.6530245976516824,0.5833285149166663,0.7255467132618089,0.24161382445848728,0.676788104536846,0.25679651692611444,0.3070876355233736,0.4,1000.0,22.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-020-calibration-development,rel_b002_l20_e1e6,0.02,20.0,1e-06,0.8757312339993785,0.7660313605772566,0.9743700853940579,0.40420224411603717,0.7037689511483813,0.2506700118545333,,not_available_single_class,0.2539405877077417,0.5018817877998003,0.6396109113218641,0.5693107518987053,0.7137319339369582,0.24137035709498456,0.6833730776082889,0.2544947518936248,0.30546852746830794,0.4,1000.0,24.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l10_e1e6,0.05,10.0,1e-06,1.0,1.0,1.0,1.0,0.7479344039014796,0.22387644831952375,,not_available_single_class,0.23222249906295067,0.47335851793878636,0.7962874913135547,0.7582127948255233,0.8343621878015861,0.19862694905552922,0.715217235815311,0.25417232967144543,0.3666143034432705,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l1_e1e6,0.05,1.0,1e-06,1.0,1.0,1.0,1.0,0.7479344039014796,0.22483646076679564,,not_available_single_class,0.23387440729193654,0.47484375832462467,0.7992079256110887,0.7628994412581583,0.8371362648097505,0.19573271132729325,0.715808955569352,0.25627354023728677,0.3700577629388273,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l20_e1e4,0.05,20.0,0.0001,1.0,1.0,1.0,1.0,0.7479344039014796,0.22296326129914007,,not_available_single_class,0.2305767440224328,0.4718742120088338,0.7917199371364652,0.7545973924804267,0.82841014701782,0.20105661975506955,0.7102753960647386,0.2520831845757022,0.364484605024624,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l20_e1e8,0.05,20.0,1e-08,1.0,1.0,1.0,1.0,0.7479344039014796,0.2229818495042573,,not_available_single_class,0.23060008758443243,0.4718984624984141,0.7917442085058164,0.755055565595162,0.8284225423456526,0.2010874382115623,0.7102753960647386,0.25210598254064354,0.3645163267437588,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l5_e1e4,0.05,5.0,0.0001,1.0,1.0,1.0,1.0,0.7479344039014796,0.22447132212247561,,not_available_single_class,0.23319246106674335,0.474234546395943,0.7977760657978407,0.7604435744558854,0.8367263797367404,0.1971140122612161,0.7150123370320998,0.25533881378477363,0.3691807842758126,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b005_l5_e1e8,0.05,5.0,1e-08,1.0,1.0,1.0,1.0,0.7479344039014796,0.22448804379081516,,not_available_single_class,0.2332134052865043,0.4742561768727441,0.7977214244756852,0.7588554319969953,0.836587416954375,0.1971455280213777,0.7150123370320998,0.25535971865590723,0.36885226586454106,0.6,1000.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l10_e1e4,0.1,10.0,0.0001,1.0,1.0,1.0,1.0,0.8596503487854352,0.18658300996215155,,not_available_single_class,0.19465883090408095,0.42496090066298176,0.8488395380529766,0.8284164934594423,0.869848239505665,0.1651983104443935,0.7403448665806733,0.2322579140348453,0.33062378976956663,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l10_e1e8,0.1,10.0,1e-08,1.0,1.0,1.0,1.0,0.8596503487854352,0.18659653453476202,,not_available_single_class,0.19467607374418322,0.42498034667439993,0.8488395611418929,0.8284849035394997,0.8712666938727273,0.1652319225188345,0.7403448665806733,0.23227873979553734,0.33065345757856557,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l1_e1e4,0.1,1.0,0.0001,1.0,1.0,1.0,1.0,0.865747909761045,0.18640354441395826,,not_available_single_class,0.19507744186973183,0.42492178586583135,0.8490490349425768,0.8276378405741187,0.870316489921998,0.1564969126316864,0.7368282974282612,0.23394615677395922,0.33213334270257056,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l1_e1e8,0.1,1.0,1e-08,1.0,1.0,1.0,1.0,0.865747909761045,0.1864161473353584,,not_available_single_class,0.19509335608822717,0.4249397098558449,0.8491464858687424,0.8276896847898824,0.8706032869476024,0.156528803413888,0.7368282974282612,0.2339660026482183,0.33121440625522974,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l20_e1e6,0.1,20.0,1e-06,1.0,1.0,1.0,1.0,0.8596503487854352,0.18683663911678733,,not_available_single_class,0.1942751732537326,0.4250538007219289,0.8434444603356871,0.8252234796135653,0.8664150192085751,0.1723527024167632,0.7453981748198855,0.23066249615364173,0.332100310831252,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b010_l5_e1e6,0.1,5.0,1e-06,1.0,1.0,1.0,1.0,0.865747909761045,0.18650367356302872,,not_available_single_class,0.19491320970099718,0.42497131646353825,0.8498802623665996,0.8288587986576447,0.8709017260755545,0.16070230930741156,0.7373539408995118,0.23318878343073135,0.33135727848194524,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l10_e1e6,0.2,10.0,1e-06,1.0,1.0,1.0,1.0,0.9046046036479174,0.1460658657195737,,not_available_single_class,0.15258880835496266,0.3632380103622009,0.8740464266238991,0.8538620437515858,0.8899470309712804,0.14818278420568048,0.7633574826252618,0.2099205223325825,0.2990260340030103,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l1_e1e6,0.2,1.0,1e-06,1.0,1.0,1.0,1.0,0.9046046036479174,0.1451859052677847,,not_available_single_class,0.15221919133486297,0.3615766223928994,0.8754662940287288,0.8510616466245013,0.8930681077348426,0.13655367632765214,0.7608086083351772,0.21150232886209416,0.3002573606376924,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l20_e1e4,0.2,20.0,0.0001,1.0,1.0,1.0,1.0,0.8985070426723076,0.14718212650281678,,not_available_single_class,0.1531629289670515,0.365131040768226,0.8663652554312898,0.8453848669171438,0.8850141851320663,0.1575837568748909,0.7667708697633,0.20859321457557808,0.2964508824565462,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l20_e1e8,0.2,20.0,1e-08,1.0,1.0,1.0,1.0,0.8985070426723076,0.14719405629560037,,not_available_single_class,0.15317839184476972,0.36515054377246586,0.8663833795993027,0.845108015128017,0.8851729080073694,0.15762417618275718,0.7667708697633,0.20861461797813133,0.2964828204871867,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l5_e1e4,0.2,5.0,0.0001,1.0,1.0,1.0,1.0,0.9046046036479174,0.1455642723747467,,not_available_single_class,0.15236868977932516,0.36234351647972013,0.876811821281305,0.8562224627233727,0.8931228510739343,0.14204349784936768,0.7616853632261907,0.2107279246975183,0.30030176644524703,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b020_l5_e1e8,0.2,5.0,1e-08,1.0,1.0,1.0,1.0,0.9046046036479174,0.14557486508177828,,not_available_single_class,0.15238220270755182,0.3623605433128989,0.876775303993289,0.853925741323472,0.8930973692238663,0.14208100240914895,0.7616853632261907,0.2107482029453335,0.30033117576603663,0.8,875.0,1.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l1_e1e4,0.02,1.0,0.0001,0.9264705882352942,0.7794117647058825,1.0,0.7725183823529411,0.6475061803909575,0.2589246368395229,,not_available_single_class,0.2654066050607116,0.5121566942768361,0.7336316127486425,0.6768180491435439,0.7904451763537412,0.23619873481859122,0.6190445068319079,0.2695031970064083,0.3800028425512416,0.2,1250.0,19.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l1_e1e8,0.02,1.0,1e-08,0.9264705882352942,0.7794117647058825,1.0,0.7725183823529411,0.6475061803909575,0.2589464714535368,,not_available_single_class,0.2654324558371967,0.5121817832654926,0.7336209014920075,0.676882379212312,0.7904184610652891,0.23622123796781155,0.6190445068319079,0.26952425048324835,0.38003093244654246,0.2,1250.0,19.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l10_e1e4,0.02,10.0,0.0001,0.9117647058823529,0.7352941176470588,1.0,0.7690789473684211,0.6694105691056911,0.2567765050746645,,not_available_single_class,0.262708395803992,0.5095587044204414,0.7301368251285615,0.6709992180719762,0.7862644855108164,0.23547439642187734,0.6148912682216936,0.26724211251978003,0.38130850154985757,0.2,1000.0,21.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l10_e1e8,0.02,10.0,1e-08,0.9117647058823529,0.7352941176470588,1.0,0.7690789473684211,0.6694105691056911,0.25679977981337776,,not_available_single_class,0.2627359511278128,0.5095855868843937,0.7301527844759199,0.6710368228078667,0.7862243791491631,0.2354974490469967,0.6148912682216936,0.267264473068357,0.3813385605507899,0.2,1000.0,21.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l5_e1e6,0.02,5.0,1e-06,0.9117647058823529,0.7352941176470588,1.0,0.7690789473684211,0.6629450518643117,0.2579704224054765,,not_available_single_class,0.2642064897807308,0.5109999103556244,0.7320548557549886,0.6738374091958366,0.7889908616520314,0.23589125646411788,0.6167750000358404,0.2684961789801223,0.3832524231660346,0.2,1250.0,21.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
ReliabilityShift-boundary-030-calibration-development,rel_b002_l20_e1e6,0.02,20.0,1e-06,0.9081283422459893,0.7352941176470588,1.0,0.7381265664160401,0.6716832963784183,0.25441718695600124,,not_available_single_class,0.25978659204510973,0.5067214267838143,0.7258509682939772,0.6656948229501374,0.783531164104241,0.23470264969065902,0.6159979843487505,0.2648603029329769,0.3794817566486974,0.4,875.0,24.0,environment_parameter_cell,results/reviewer1_remaining/reliability_calibration/development/raw_parts/ReliabilityShift-boundary-020-calibration-development__rel_b002_l10_e1e4.csv.gz
