source_file,sha256,compressed_bytes,uncompressed_bytes,trace_rows,trace_schema_version,environment,agent,seed,phase_set,outcome_metadata_complete
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16012.trace.csv.gz,cad05fcc21d14bde517bb08e09192daf05e34cde5c904e8ad46750d75f5b13c0,36967,214410,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16012,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16013.trace.csv.gz,2b4fcb5eab6709665e38a5d7b9a22c48645e347fe578601f5a3ac8b844da844b,37486,215012,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16013,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16014.trace.csv.gz,76c4b60084b1b3e7dd01b7dfaba22780259b10665ae48922ce676e7f9ec8b3f9,37803,215539,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16014,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16015.trace.csv.gz,5946601ab42888b1d52ca70f7298210809f2a0c4c6976027de3826dc799a1869,37723,213467,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16015,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16016.trace.csv.gz,f8cc7f24a969309864ef2668da924ea8e0467a628edb360edc879368fa4fc8a3,37285,215094,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16016,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16017.trace.csv.gz,9108d0893cf9a1200181f857edec398546492bec74d4a4866d049e5ee970ce01,38233,215358,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16017,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16018.trace.csv.gz,c25d18a73fd9cbe868c8179df34e418f1dcaa9454e15ba65ca4134571a286a37,37330,216436,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16018,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16019.trace.csv.gz,1df8d9998e060af69f0f6a89a56e4359c37b7be6d3f974be12487adddf88b904,37484,214464,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16019,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16020.trace.csv.gz,0a8aa8a9c2e294a5dee83b0ade3cda20905b6133e39467d246e8666f5d5dca21,37815,212764,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16020,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16021.trace.csv.gz,2878968fea3ada4f41ce27bff06e3e81c50ea1e15ccf737231afce6930965bb2,37138,213365,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16021,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16022.trace.csv.gz,04c069bef2aaf6a0157940f0e02b7ee9bfe2e9abb037f052358602ae061b896e,37417,215019,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16022,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16023.trace.csv.gz,aa6bae9fbd8890753675cf175a7d7d6f7429a263155515f411ef5e89c328caab,37266,212803,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16023,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16024.trace.csv.gz,87c1613c65394e41c8758c95409302ade8428ae0ec2684e0480591c94eca582d,37793,215271,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16024,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16025.trace.csv.gz,4135c286fddb879c8f19a839d434be001962c1ae2b3cfed1e43285e23a94fe76,36733,215270,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16025,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16026.trace.csv.gz,2985acf382910daff148e486a35b8da622bf32ddba46b4f92abd4d1e601b6b24,37907,214028,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16026,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16027.trace.csv.gz,064559b742ecd67b17ed48117b31babd329b657632dc6870a6fc4a9a4920ce09,37740,213079,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16027,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16028.trace.csv.gz,290cf5c5d5f2d38041f96582c3a58736573a8923587844a58d454e3f14f49a1c,37709,217052,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16028,eval,True
results/reviewer1_remaining/sensorized_final/trace_shards/latency_only__sensorized_controller__seed_16029.trace.csv.gz,a8f7c83365ba86f8fb93a1968e284fe925cc694be35cf3d27234b75b4923fd9c,37929,214997,240,sensorized_sil_trace_v2,latency_only,sensorized_controller,16029,eval,True
